issue_assignee,median_resolution_days,avg_resolution_days,std_resolution_days,pct_fast_resolved,total_tickets,tickets_per_month,active_months,avg_priority,pct_high_priority,n_distinct_projects,n_distinct_categories,pct_reopened,resolution_rate,avg_comments,pct_sole_resolver,avg_first_response_days,avg_processing_steps
4kpk,4.201093495370371,16.239186717656896,39.531175032785285,0.7222222222222222,180.0,7.2,25.0,2.2666666666666666,0.13333333333333333,11.0,8.0,0.044444444444444446,0.9888888888888889,5.722222222222222,0.01666666666666672,0.47704060438863527,2.3
4kpq,1.9205960648148148,12.763676109559945,34.129478712125014,0.770618556701031,388.0,15.52,25.0,2.6778350515463916,0.4690721649484536,12.0,6.0,0.05412371134020619,0.9845360824742269,5.623711340206185,0.023195876288659822,3.084018031189084,2.711340206185567
4kqh,4.308787581018518,32.56864556356006,81.5861698913303,0.6542056074766355,107.0,15.285714285714286,7.0,2.121495327102804,0.056074766355140186,12.0,5.0,0.056074766355140186,1.0,9.429906542056075,0.009345794392523366,7.610711805555556,3.8411214953271027
4kqk,12.731979166666667,34.77261113803855,71.12521610866133,0.4387755102040816,98.0,4.454545454545454,22.0,2.193877551020408,0.16326530612244897,9.0,6.0,0.02040816326530612,0.9693877551020408,10.642857142857142,0.04081632653061229,9.09302662037037,3.163265306122449
4kqo,0.0025462962962962965,1.8180026402593514,23.765464640616436,0.9661691542288557,1005.0,43.69565217391305,23.0,2.5522388059701493,0.36716417910447763,129.0,7.0,0.003980099502487562,0.991044776119403,3.343283582089552,0.017910447761193993,0.1290405248998999,2.008955223880597
4kqp,6.2303440740740745,33.978390847604274,90.56652672300943,0.6213592233009708,103.0,6.4375,16.0,2.2427184466019416,0.18446601941747573,13.0,6.0,0.02912621359223301,1.0,7.310679611650485,0.03883495145631066,7.404280092592593,2.8932038834951457
4kqs,18.096961805555555,30.68214365805041,37.69939900821063,0.4,90.0,10.0,9.0,1.9777777777777779,0.022222222222222223,7.0,8.0,0.0,1.0,10.11111111111111,0.05555555555555558,0.6549279835390946,3.066666666666667
4kro,0.0035706018518518517,1.6764674681473826,29.255006400848686,0.9917355371900827,484.0,69.14285714285714,7.0,2.419421487603306,0.2830578512396694,80.0,6.0,0.0,0.9979338842975206,3.3057851239669422,0.010330578512396715,0.15936909605312383,1.9297520661157024
4krp,9.031468385416668,29.96584460279882,44.112594083141886,0.5227272727272727,44.0,44.0,1.0,2.022727272727273,0.045454545454545456,4.0,8.0,0.022727272727272728,1.0,7.2727272727272725,0.045454545454545414,0.07270833333333333,2.3863636363636362
4lgi,8.664086805555556,13.808536203703706,18.08955265918512,0.5,6.0,0.0,0.0,2.1666666666666665,0.16666666666666666,2.0,2.0,0.0,1.0,3.1666666666666665,0.16666666666666663,7.021773440945774,1.3333333333333333
4lhg,0.22673274305555555,7.3824099177841624,10.996007464308452,0.7241379310344828,29.0,2.230769230769231,13.0,2.0689655172413794,0.10344827586206896,14.0,3.0,0.0,0.9655172413793104,3.1724137931034484,0.0,4.253953269675926,1.7586206896551724
4lhl,20.589814814814815,53.608455138606594,78.11464656073323,0.43089430894308944,246.0,10.695652173913043,23.0,2.6991869918699187,0.5121951219512195,32.0,5.0,0.02032520325203252,0.9024390243902439,10.101626016260163,0.020325203252032575,9.174301364121323,2.361788617886179
4lig,16.098177083333333,48.55435111133954,87.49410359971691,0.3815789473684211,152.0,6.08,25.0,2.1710526315789473,0.125,9.0,6.0,0.07894736842105263,0.9671052631578947,7.703947368421052,0.013157894736842146,16.586550143893895,2.1447368421052633
4lih,7.952488425925926,20.755802851017,52.858582275102286,0.6885245901639344,61.0,2.9047619047619047,21.0,2.3934426229508197,0.3442622950819672,6.0,5.0,0.06557377049180328,0.9672131147540983,9.147540983606557,0.032786885245901676,0.6370362523540489,3.3114754098360657
4lii,2.214375,21.640276031555985,47.07659506146745,0.6551724137931034,87.0,6.214285714285714,14.0,2.4022988505747125,0.28735632183908044,6.0,6.0,0.06896551724137931,0.9770114942528736,7.620689655172414,0.03448275862068961,0.962052806712963,2.954022988505747
4lio,30.06740740740741,55.483425260112085,54.71428967210945,0.0,19.0,6.333333333333333,3.0,1.7894736842105263,0.10526315789473684,2.0,4.0,0.05263157894736842,1.0,7.947368421052632,0.0,25.588037808641978,1.736842105263158
4lip,20.021064814814814,32.272931516422084,48.23745037218071,0.33962264150943394,53.0,2.789473684210526,19.0,2.6226415094339623,0.4339622641509434,5.0,5.0,0.03773584905660377,0.9622641509433962,7.09433962264151,0.0,6.722337307826694,1.8867924528301887
4lkl,8.943958333333333,33.45836965197957,66.02085158362488,0.5172413793103449,29.0,2.4166666666666665,12.0,2.206896551724138,0.20689655172413793,4.0,3.0,0.0,1.0,6.517241379310345,0.0,0.7461258780332056,2.0344827586206895
4lll,61.99371527777778,60.085425668724284,57.077474664312405,0.3333333333333333,9.0,1.5,6.0,2.888888888888889,0.7777777777777778,3.0,3.0,0.1111111111111111,0.7777777777777778,11.88888888888889,0.0,0.10478877314814815,2.3333333333333335
4llr,19.540381944444444,46.792241817931796,66.90090323161819,0.38613861386138615,101.0,5.9411764705882355,17.0,2.792079207920792,0.594059405940594,12.0,5.0,0.039603960396039604,0.7821782178217822,10.851485148514852,0.01980198019801982,3.7610261574074073,3.089108910891089
4lls,19.321984953703705,26.217131376659676,29.521787410187617,0.42452830188679247,106.0,7.066666666666666,15.0,3.056603773584906,0.8962264150943396,2.0,4.0,0.03773584905660377,0.8962264150943396,9.339622641509434,0.018867924528301883,0.0010498558700209643,4.009433962264151
4lpl,6.055833333333333,20.862840322293447,39.54538094690823,0.625,104.0,5.2,20.0,2.644230769230769,0.41346153846153844,17.0,5.0,0.038461538461538464,0.9519230769230769,5.826923076923077,0.0,4.213177991103849,1.8076923076923077
4lpo,4.113946759259259,20.48585628019324,39.23404283784594,0.6347826086956522,575.0,26.136363636363637,22.0,3.4,0.7965217391304348,7.0,5.0,0.017391304347826087,0.9773913043478261,9.191304347826087,0.02782608695652178,1.2786664251207729,3.3443478260869566
4lpq,0.16108796296296296,8.898412698412699,31.839595208722667,0.8857142857142857,35.0,5.0,7.0,3.085714285714286,0.6857142857142857,4.0,4.0,0.14285714285714285,1.0,4.6,0.0,0.00796494708994709,2.8285714285714287
4lqg,22.482471064814813,69.87166418650793,105.19391666720442,0.32653061224489793,98.0,4.454545454545454,22.0,2.010204081632653,0.17346938775510204,3.0,4.0,0.05102040816326531,0.9183673469387755,8.23469387755102,0.010204081632653073,0.3888244047619048,2.4693877551020407
4lqi,12.971840277777778,38.66195202745849,56.54988058332718,0.4482758620689655,29.0,2.6363636363636362,11.0,2.5172413793103448,0.3793103448275862,5.0,4.0,0.06896551724137931,0.9655172413793104,7.931034482758621,0.03448275862068961,3.899381200396826,2.2758620689655173
4lqk,3.016539351851852,23.00957558539945,46.35082077426417,0.6363636363636364,121.0,10.083333333333334,12.0,2.2231404958677685,0.2066115702479339,3.0,3.0,0.01652892561983471,0.9256198347107438,3.7355371900826446,0.0,5.8657682889501075,1.743801652892562
4lqr,0.01845486111111111,9.782830650252526,18.337415049404804,0.7954545454545454,44.0,22.0,2.0,2.0454545454545454,0.25,1.0,2.0,0.0,0.22727272727272727,0.9772727272727273,0.022727272727272707,13.784826388888888,0.8863636363636364
4lqs,14.337060185185186,20.028061342592594,18.637119304929115,0.3,10.0,3.3333333333333335,3.0,2.0,0.1,6.0,2.0,0.1,1.0,8.8,0.0,1.3088148148148149,3.0
4lrl,0.03947916666666667,19.84961651234568,39.246442324400675,0.7333333333333333,15.0,2.142857142857143,7.0,2.6666666666666665,0.6,4.0,2.0,0.06666666666666667,0.8,1.2666666666666666,0.0,9.276327932098765,1.3333333333333333
4lrp,1.5747743055555556,7.529139085894405,12.643555202089408,0.7553191489361702,94.0,9.4,10.0,2.595744680851064,0.425531914893617,26.0,4.0,0.0425531914893617,0.9680851063829787,6.053191489361702,0.010638297872340385,0.27375086189913317,3.127659574468085
4lrs,0.0027314814814814814,0.006133620983115469,0.03347248278727263,1.0,272.0,45.333333333333336,6.0,2.948529411764706,0.6470588235294118,68.0,5.0,0.0,0.9889705882352942,2.922794117647059,0.014705882352941124,0.07585303479030502,1.875
4lsh,15.959918981481481,40.3508805941358,42.95505198617381,0.4583333333333333,24.0,2.0,12.0,2.25,0.20833333333333334,6.0,3.0,0.041666666666666664,0.9166666666666666,12.083333333333334,0.0,6.221770351080248,3.625
4lsk,0.045092592592592594,5.863543084933949,25.545014376505762,0.9080962800875274,457.0,24.05263157894737,19.0,3.1684901531728666,0.7417943107221007,6.0,4.0,0.030634573304157548,0.986870897155361,7.282275711159738,0.004376367614879695,0.07947774528914879,2.4704595185995624
4lso,12.017887731481482,18.64625110229277,19.531372495712393,0.4523809523809524,42.0,2.625,16.0,2.3333333333333335,0.23809523809523808,9.0,2.0,0.047619047619047616,0.9523809523809523,10.095238095238095,0.023809523809523836,0.5780784281305115,2.9285714285714284
4lsp,0.4955266203703704,9.468294967421125,27.52773786988919,0.8703703703703703,54.0,4.909090909090909,11.0,2.5925925925925926,0.5185185185185185,6.0,2.0,0.037037037037037035,1.0,3.1296296296296298,0.07407407407407407,0.9221838563100136,2.5555555555555554
4ogg,1.4471565277777776,19.89024941401373,49.13224571817094,0.7078651685393258,89.0,6.846153846153846,13.0,2.056179775280899,0.033707865168539325,44.0,9.0,0.07865168539325842,1.0,3.932584269662921,0.0337078651685393,108.39485982510287,2.651685393258427
4ohk,7.816147534722222,21.39784580602391,37.31666662134221,0.5676855895196506,687.0,21.46875,32.0,2.0509461426491993,0.042212518195050945,56.0,11.0,0.05240174672489083,1.0,14.032023289665212,0.040756914119359555,10.074591798513724,4.758369723435226
4ohl,7.677760416666667,44.19174642134951,120.74386577996356,0.5747126436781609,174.0,14.5,12.0,2.0517241379310347,0.08045977011494253,20.0,8.0,0.028735632183908046,1.0,2.454022988505747,0.03448275862068961,31.40438878184543,2.3505747126436782
4oio,8.97423611111111,37.850284291145925,114.74117804882134,0.551617873651772,649.0,12.48076923076923,52.0,2.1664098613251155,0.12480739599383667,38.0,12.0,0.023112480739599383,0.9861325115562404,6.576271186440678,0.015408320493066285,15.000781173248846,3.3959938366718028
4oiq,0.1735474537037037,11.536860795454546,19.92809992514972,0.75,44.0,14.666666666666666,3.0,1.9318181818181819,0.29545454545454547,2.0,2.0,0.022727272727272728,0.1590909090909091,1.2727272727272727,0.18181818181818177,8.834335805976432,1.4090909090909092
4okh,2.833854166666667,52.170790525558836,214.62525004409653,0.7514792899408284,169.0,5.633333333333334,30.0,2.0532544378698225,0.029585798816568046,26.0,8.0,0.03550295857988166,1.0,4.763313609467455,0.059171597633136064,18.31789514105227,3.408284023668639
4olg,11.20904513888889,15.222096002252252,18.11363074381648,0.4864864864864865,74.0,6.166666666666667,12.0,2.0,0.0,9.0,4.0,0.0,1.0,3.2432432432432434,0.0,9.425247278528529,2.4864864864864864
4oll,4.981441099537037,53.44578767006803,90.67998761588314,0.5510204081632653,49.0,8.166666666666666,6.0,2.122448979591837,0.08163265306122448,15.0,8.0,0.02040816326530612,1.0,3.4081632653061225,0.12244897959183676,1.5767525077160494,1.9183673469387754
4olr,135.1134201388889,117.77380931712963,59.502577058965485,0.0,8.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,27.81004340277778,2.375
4ook,8.951396087962962,8.930813599537036,5.360440133195832,0.6071428571428571,28.0,0.0,0.0,2.142857142857143,0.14285714285714285,1.0,1.0,0.0,1.0,2.1785714285714284,0.0714285714285714,7.021773440945774,2.107142857142857
4oop,50.391591435185184,154.23577690972223,244.43632645114695,0.125,16.0,2.0,8.0,2.1875,0.0625,6.0,3.0,0.0,1.0,3.125,0.0,166.43191984953702,1.3125
4opi,13.666110480324074,36.41578309887644,60.54826602198561,0.455188679245283,424.0,12.470588235294118,34.0,2.1014150943396226,0.06367924528301887,36.0,10.0,0.01650943396226415,0.9976415094339622,7.863207547169812,0.02358490566037741,20.72385930164319,3.186320754716981
4opp,7.121216875,29.229065671868636,61.914955330358254,0.5659340659340659,182.0,7.0,26.0,2.0494505494505493,0.038461538461538464,29.0,7.0,0.038461538461538464,1.0,6.972527472527473,0.038461538461538436,23.817274741138988,2.5494505494505493
4ops,3.2302546296296297,62.46935840392607,313.0879720637406,0.7889763779527559,635.0,14.431818181818182,44.0,2.2551181102362206,0.2094488188976378,52.0,5.0,0.006299212598425197,0.9952755905511811,5.436220472440945,0.0031496062992125706,1.4712533291019514,2.8755905511811024
4oqq,11.161326660879629,34.14108620413955,79.22596528117155,0.4884937238493724,956.0,18.037735849056602,53.0,2.0543933054393304,0.04497907949790795,33.0,8.0,0.032426778242677826,0.9811715481171548,10.609832635983263,0.01987447698744771,8.249098391520802,3.4152719665271967
4org,0.14555609953703702,12.09906637487817,31.086499008646,0.6842105263157895,38.0,3.8,10.0,2.026315789473684,0.02631578947368421,33.0,5.0,0.02631578947368421,1.0,2.0,0.0,30.36288657407407,2.1315789473684212
4orq,132.3972222222222,258.80074768518523,253.2371165522565,0.1,10.0,2.0,5.0,2.0,0.0,3.0,1.0,0.0,1.0,3.7,0.0,206.27718171296297,2.2
4ors,4.06916087962963,6.007966820987654,6.323057566525678,0.6666666666666666,6.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,1.8333333333333333,0.0,5.72474537037037,1.8333333333333333
4osr,3.8592476851851854,23.79548291080247,57.35953085826545,0.6637037037037037,1350.0,24.107142857142858,56.0,2.2614814814814816,0.17777777777777778,75.0,12.0,0.03259259259259259,0.9933333333333333,12.864444444444445,0.03851851851851851,6.966127544271677,3.3014814814814817
4pgg,0.013518518518518518,5.907099975198412,10.07887526776057,0.7142857142857143,7.0,2.3333333333333335,3.0,2.4285714285714284,0.42857142857142855,3.0,2.0,0.0,0.8571428571428571,2.5714285714285716,0.0,6.2755324074074075,1.5714285714285714
4pgp,9.092766203703704,25.578021115927243,77.02776524674705,0.5412322274881517,1055.0,19.181818181818183,55.0,2.1071090047393364,0.07962085308056872,36.0,8.0,0.013270142180094787,0.990521327014218,5.237914691943128,0.0360189573459716,6.960957068537609,3.0312796208530806
4phi,275.9487326388889,460.67209320794746,519.2656515806667,0.0,6.0,1.5,4.0,2.0,0.0,3.0,3.0,0.0,1.0,2.6666666666666665,0.0,22.62662037037037,1.5
4php,8.943638923611111,28.135356253095093,62.327993754050055,0.5303370786516854,445.0,15.344827586206897,29.0,2.0157303370786517,0.011235955056179775,25.0,9.0,0.0449438202247191,1.0,7.937078651685393,0.06516853932584266,20.016981780167264,3.6719101123595506
4phs,14.929913194444444,38.84135452835648,66.44578461515012,0.375,32.0,2.1333333333333333,15.0,2.15625,0.125,10.0,4.0,0.0625,1.0,3.6875,0.0,10.986863064236111,3.71875
4pio,6.00928599537037,23.810609502995643,68.4424174742352,0.6535947712418301,459.0,9.18,50.0,2.4422657952069717,0.22875816993464052,35.0,8.0,0.0196078431372549,0.9869281045751634,6.618736383442266,0.028322440087146017,8.440150515812617,2.581699346405229
4pls,3.0388497106481482,10.302668432734205,19.96102988705889,0.7058823529411765,17.0,8.5,2.0,2.0,0.058823529411764705,1.0,1.0,0.0,1.0,5.235294117647059,0.0,1.7072800925925926,2.4705882352941178
4pok,9.241770833333334,37.744607293470416,82.83763246583091,0.5168831168831168,385.0,13.75,28.0,2.005194805194805,0.0025974025974025974,14.0,3.0,0.015584415584415584,1.0,5.387012987012987,0.0025974025974025983,12.506173449953117,4.503896103896104
4pps,3.2988312210648143,19.6923089482446,50.987313018131964,0.7138888888888889,1800.0,32.72727272727273,55.0,2.65,0.4577777777777778,67.0,13.0,0.020555555555555556,0.9872222222222222,6.394444444444445,0.028888888888888853,1.4811734877808136,2.7733333333333334
4pqq,6.435160717592593,13.719180301382606,28.470848030736978,0.6436498150431565,811.0,16.551020408163264,49.0,2.1738594327990137,0.13070283600493218,39.0,5.0,0.036991368680641186,0.9901356350184957,7.226880394574599,0.011097410604192337,2.0652309013966232,4.086313193588163
4prg,9.941189519675925,39.85922299401341,80.41600406132687,0.5137931034482759,1160.0,21.88679245283019,53.0,2.0637931034482757,0.05344827586206897,56.0,11.0,0.04827586206896552,0.9948275862068966,10.367241379310345,0.07499999999999996,13.1096205693816,4.706896551724138
4prh,7.992604166666666,27.206661442969516,55.618765212797705,0.5575221238938053,113.0,6.647058823529412,17.0,2.017699115044248,0.017699115044247787,15.0,7.0,0.035398230088495575,1.0,3.0530973451327434,0.06194690265486724,16.991085197476238,2.5575221238938055
4pri,17.880340868055555,44.73154091636474,101.50273968061153,0.36231884057971014,69.0,5.75,12.0,2.0,0.0,22.0,3.0,0.014492753623188406,1.0,2.130434782608696,0.01449275362318836,3.806256839225589,2.8405797101449277
4prl,4.002314814814815,14.188881944444443,23.358831756949012,0.6,5.0,1.6666666666666667,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.8,0.19999999999999996,1.0020046296296297,1.8
4pro,8.081365740740742,31.78068682992203,72.02905252710936,0.5789473684210527,114.0,9.5,12.0,2.0,0.0,9.0,5.0,0.03508771929824561,1.0,2.0526315789473686,0.00877192982456143,34.274727298570504,2.4035087719298245
4prp,7.995162037037037,55.744830729166665,116.43010997274554,0.625,8.0,2.6666666666666665,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.875,0.0,63.00204716435185,1.375
4prq,5.248599537037037,9.940666335978836,10.245097904387654,0.5714285714285714,7.0,1.1666666666666667,6.0,2.4285714285714284,0.14285714285714285,2.0,4.0,0.0,1.0,1.5714285714285714,0.0,10.45625964506173,1.2857142857142858
4psk,8.877793310185186,35.46935952404639,128.13078008897108,0.5535465924895688,719.0,13.826923076923077,52.0,2.157162726008345,0.11961057023643949,39.0,9.0,0.019471488178025034,0.9930458970792768,5.963838664812239,0.0027816411682892728,8.905489018744355,3.536856745479833
4psl,11.815196759259258,82.91058245745747,227.99953652057448,0.4594594594594595,37.0,3.3636363636363638,11.0,2.0,0.0,10.0,7.0,0.0,1.0,1.9189189189189189,0.0,71.70290759509508,2.2972972972972974
4psr,6.212939814814815,26.481677011577897,52.14012980651509,0.5957095709570958,606.0,14.78048780487805,41.0,2.1254125412541254,0.09405940594059406,78.0,7.0,0.033003300330033,0.9983498349834984,5.16006600660066,0.02970297029702973,8.527105773492908,3.4834983498349836
4pss,29.215983796296296,82.74068029835391,167.15306714976492,0.2222222222222222,9.0,1.5,6.0,2.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,85.15972608024691,1.8888888888888888
4qhk,0.006979629629629629,2.030007581018519,4.527049254002822,1.0,5.0,0.0,0.0,2.2,0.2,5.0,4.0,0.0,1.0,1.2,0.0,7.021773440945774,1.6
4qil,7.023877314814815,25.01256111286476,58.98935672690905,0.6545454545454545,165.0,5.5,30.0,2.090909090909091,0.048484848484848485,40.0,4.0,0.006060606060606061,0.9878787878787879,5.430303030303031,0.0,12.76043133244546,3.727272727272727
4qio,71.84882600694444,175.7798111198484,265.4349388291749,0.2549019607843137,102.0,3.1875,32.0,2.049019607843137,0.029411764705882353,15.0,8.0,0.0,1.0,3.235294117647059,0.05882352941176472,30.020924575617283,1.911764705882353
4qiq,15.893349224537037,35.62732771580984,103.42936964126999,0.35931307793923384,757.0,14.283018867924529,53.0,2.0554821664464993,0.0488771466314399,35.0,8.0,0.007926023778071334,0.9867899603698811,6.317040951122854,0.021136063408190187,9.457444648986272,2.9801849405548215
4qkk,6.073159722222222,22.78044973466238,41.91528740791024,0.5986394557823129,147.0,11.307692307692308,13.0,2.0,0.0,26.0,4.0,0.09523809523809523,1.0,4.122448979591836,0.020408163265306145,1.9651672113289762,4.380952380952381
4qko,4.797449907407407,13.422976649733167,28.108454863448635,0.6847290640394089,203.0,12.6875,16.0,2.0,0.0,42.0,4.0,0.024630541871921183,1.0,5.945812807881773,0.0,1.3754319406496662,3.8916256157635467
4qkp,6.062002314814815,14.289903480694749,23.928914693867853,0.6437908496732027,306.0,18.0,17.0,2.0163398692810457,0.0196078431372549,26.0,8.0,0.0392156862745098,1.0,11.009803921568627,0.04575163398692805,11.268741914003044,3.6601307189542482
4qkr,14.609004629629629,33.12556198314433,47.42522705035289,0.4470284237726098,387.0,10.18421052631579,38.0,2.248062015503876,0.15762273901808785,44.0,5.0,0.06201550387596899,1.0,4.992248062015504,0.01033591731266148,7.521200927807889,3.3617571059431524
4qks,6.567135416666667,12.051191509589948,18.057452423358704,0.6785714285714286,56.0,7.0,8.0,1.9642857142857142,0.0,10.0,3.0,0.017857142857142856,1.0,3.6607142857142856,0.0714285714285714,11.757885458002646,2.1607142857142856
4qog,3.1456944444444446,32.188657407407405,62.625681411204894,0.6,5.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.2,0.0,2.852446759259259,2.4
4qoh,5.080752314814815,12.182376270081814,19.416861273189316,0.6845329249617151,653.0,13.06,50.0,2.140888208269525,0.08728943338437979,35.0,5.0,0.018376722817764167,0.996937212863706,5.04594180704441,0.004594180704441064,5.248119109358719,3.2343032159264933
4qok,551.1821643518518,581.7447895622896,74.7183589558806,0.0,11.0,1.8333333333333333,6.0,2.0,0.0,1.0,1.0,0.0,1.0,0.36363636363636365,0.0,60.41230113636364,2.8181818181818183
4qop,345.10671875,334.17831114969135,330.43508632359527,0.16666666666666666,12.0,4.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,1.3333333333333333,0.0,271.3660908564815,1.5833333333333333
4qpl,5.224767401620371,44.56738866536459,129.38478915611006,0.625,16.0,3.2,5.0,2.0,0.0,6.0,5.0,0.0,1.0,5.8125,0.0,1.257425925925926,2.125
4qpq,0.017618981481481482,2.9272942986111117,4.335154312082184,1.0,5.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.4,0.19999999999999996,4.958206018518519,1.6
4qqo,48.0595790625,121.5769343604066,169.58957748631533,0.30434782608695654,23.0,4.6,5.0,2.0,0.0,8.0,2.0,0.0,1.0,3.1739130434782608,0.08695652173913049,2.3437255658436214,2.9565217391304346
4qqp,22.838900462962965,16.99542361111111,9.562367595267796,0.2,5.0,1.6666666666666667,3.0,2.6,0.6,1.0,2.0,0.0,1.0,0.6,0.0,14.552997685185185,1.8
4qqr,12.342017297453701,33.02411741061851,78.23231626053511,0.45121951219512196,656.0,13.666666666666666,48.0,2.080792682926829,0.06859756097560976,38.0,7.0,0.012195121951219513,0.9984756097560976,6.625,0.010670731707317027,9.315182791780979,3.3780487804878048
4qrh,9.505043460648148,48.46679257136678,101.58820426530968,0.5155709342560554,289.0,36.125,8.0,2.0346020761245676,0.07958477508650519,44.0,8.0,0.0726643598615917,1.0,11.40484429065744,0.03460207612456745,66.44665100762526,4.294117647058823
4qrp,47.9056712962963,29.714430555555552,26.43211250875269,0.4,5.0,5.0,1.0,2.6,0.8,1.0,1.0,0.0,0.0,1.6,0.0,1.2069305555555556,1.6
4qsh,1.2636458333333334,12.570691345770012,32.11245733582516,0.7532210109018831,1009.0,25.225,40.0,2.047571853320119,0.03964321110009911,90.0,9.0,0.015857284440039643,1.0,5.3201189296333,0.032705649157581784,10.31508180894309,2.2834489593657086
4qsk,6.806722037037037,29.715405524861623,76.46757869551567,0.6198595787362087,997.0,18.462962962962962,54.0,2.205616850551655,0.10932798395185557,71.0,13.0,0.033099297893681046,0.9779338014042126,6.228686058174524,0.034102306920762326,18.861423210943656,3.0712136409227684
4qsl,15.115158981481482,38.12357341227754,71.22512952435386,0.4155844155844156,385.0,14.807692307692308,26.0,2.0259740259740258,0.02077922077922078,39.0,10.0,0.03636363636363636,1.0,6.189610389610389,0.04675324675324677,27.279463325056902,3.137662337662338
4qsp,34.979490740740744,54.56523572530864,48.7374265859293,0.16666666666666666,30.0,3.0,10.0,2.0,0.0,6.0,3.0,0.1,1.0,2.9,0.0,21.54510416666667,3.1
4qsr,8.101737164351851,21.579992436517955,48.086638950329046,0.5625,528.0,20.307692307692307,26.0,2.0321969696969697,0.028409090909090908,67.0,11.0,0.05303030303030303,1.0,6.445075757575758,0.02840909090909094,19.621973714786215,3.558712121212121
4qss,6.607766284722222,18.35454118868443,36.65771570350997,0.5992217898832685,514.0,17.133333333333333,30.0,2.0136186770428015,0.007782101167315175,58.0,9.0,0.08560311284046693,1.0,5.597276264591439,0.054474708171206254,18.05256904380342,3.7431906614785992
4rgh,8.031197916666667,33.577399930734536,80.01163859379737,0.5489690721649485,388.0,13.857142857142858,28.0,2.018041237113402,0.01288659793814433,43.0,9.0,0.030927835051546393,1.0,4.582474226804123,0.12371134020618557,17.38908750151295,2.4922680412371134
4rhh,6.834016203703704,12.963197357253087,16.733335440737495,0.6666666666666666,39.0,13.0,3.0,2.0256410256410255,0.02564102564102564,9.0,3.0,0.02564102564102564,1.0,3.5641025641025643,0.0,16.272631172839507,3.4615384615384617
4rho,50.00561342592592,75.0217528292181,106.21430147172221,0.2222222222222222,9.0,3.0,3.0,2.0,0.0,5.0,3.0,0.3333333333333333,1.0,12.555555555555555,0.0,10.911494341563786,5.0
4rhp,5.0816032812500005,19.01325005912576,64.81322366718192,0.6931216931216931,378.0,9.947368421052632,38.0,2.2354497354497354,0.16137566137566137,60.0,7.0,0.021164021164021163,0.9708994708994709,6.35978835978836,0.013227513227513255,9.812505250677507,3.0714285714285716
4ris,5.956672621527778,21.271675655958298,54.84169285343569,0.6273712737127372,738.0,18.45,40.0,2.1219512195121952,0.10298102981029811,94.0,9.0,0.012195121951219513,0.9850948509485095,7.017615176151762,0.03658536585365857,11.372769947246951,2.772357723577236
4rkg,7.997580844907407,24.203076438587686,44.78448871754738,0.5807228915662651,415.0,16.6,25.0,2.103614457831325,0.08674698795180723,36.0,7.0,0.016867469879518072,0.9855421686746988,9.156626506024097,0.028915662650602414,1.8508999458234832,4.937349397590362
4rli,8.099378912037038,28.2995645003858,53.30304211852098,0.5595238095238095,336.0,67.2,5.0,2.056547619047619,0.050595238095238096,43.0,8.0,0.03273809523809524,1.0,7.875,0.05059523809523814,3.544625053832903,3.732142857142857
4rlo,0.9572128182870371,35.96758954729588,81.13948540591664,0.6818181818181818,44.0,7.333333333333333,6.0,2.0454545454545454,0.022727272727272728,11.0,4.0,0.0,1.0,2.9318181818181817,0.06818181818181823,12.594428047839505,1.7727272727272727
4rog,30.142511574074074,48.43125134582257,56.2600941411649,0.37209302325581395,43.0,6.142857142857143,7.0,2.0,0.0,22.0,3.0,0.046511627906976744,1.0,8.046511627906977,0.0,19.70434296942291,3.2093023255813953
4roi,4.785751383101851,17.74212993778935,34.93966302950888,0.6666666666666666,24.0,24.0,1.0,2.0,0.0,11.0,2.0,0.041666666666666664,1.0,3.7083333333333335,0.0,0.024085648148148148,2.375
4rol,30.98675925925926,38.90579892676768,39.312440882428,0.35454545454545455,110.0,9.166666666666666,12.0,1.981818181818182,0.0,18.0,3.0,0.03636363636363636,1.0,3.2181818181818183,0.036363636363636376,23.577017887205386,2.4545454545454546
4roo,6.122719907407407,19.806596146452932,43.18920021614362,0.6573875802997858,467.0,23.35,20.0,2.0085653104925054,0.006423982869379015,41.0,6.0,0.017130620985010708,1.0,6.419700214132762,0.017130620985010725,8.270160801602163,3.233404710920771
4ror,7.3751851851851855,17.924848503086416,26.604569505353883,0.5833333333333334,108.0,7.2,15.0,2.0462962962962963,0.037037037037037035,22.0,7.0,0.05555555555555555,1.0,3.9537037037037037,0.03703703703703709,20.000766782407407,3.4166666666666665
4rpg,10.179131944444444,35.607549843248414,62.62900276873719,0.5135834411384217,773.0,42.94444444444444,18.0,2.0,0.0,47.0,7.0,0.04139715394566624,1.0,6.567917205692108,0.04915912031047864,11.119282429925061,3.1384217335058215
