issue_assignee,median_resolution_days,avg_resolution_days,std_resolution_days,pct_fast_resolved,total_tickets,tickets_per_month,active_months,avg_priority,pct_high_priority,n_distinct_projects,n_distinct_categories,pct_reopened,resolution_rate,avg_comments,pct_sole_resolver,avg_first_response_days,avg_processing_steps,z_max,z_feature,mahalanobis,mahalanobis_sq,is_outlier_z,is_outlier_mah
4ikk,5.042960677083333,25.094988419107263,62.68688210420299,0.6358436606291706,2098.0,44.63829787234042,47.0,2.1415633937082936,0.105815061963775,101.0,10.0,0.0428979980934223,0.9976167778836988,8.267874165872259,0.0586272640610104,21.821145686516324,3.152049571020019,4.122301718530729,total_tickets,4.857910274575551,23.599292235826706,True,False
4ioh,4.011423611111111,13.52839572869778,72.6631554989552,0.7398720682302772,469.0,8.685185185185185,54.0,2.162046908315565,0.1257995735607676,46.0,7.0,0.044776119402985,0.9893390191897654,4.940298507462686,0.0063965884861407,1.305475319069069,3.5543710021321964,3.0215974741553864,active_months,4.61524825815262,21.300516484380797,False,False
4ipo,11.83204861111111,35.01669580670272,70.39574641582944,0.4911504424778761,226.0,7.290322580645161,31.0,2.017699115044248,0.0176991150442477,27.0,8.0,0.0707964601769911,1.0,7.606194690265487,0.0398230088495574,8.92547878769256,2.845132743362832,1.3245480693763925,n_distinct_categories,2.6762029697736636,7.162062335425376,False,False
4isp,13.926944444444445,76.79475185185184,180.0396508572715,0.48,25.0,2.5,10.0,2.32,0.16,5.0,4.0,0.08,1.0,3.76,0.0,23.81788148148148,2.88,1.6824803808480324,std_resolution_days,3.027804004246742,9.167597088132604,False,False
4kgh,9.175324074074076,35.75760809423834,65.70029719085876,0.5182724252491694,301.0,12.541666666666666,24.0,2.604651162790698,0.3920265780730897,35.0,6.0,0.0099667774086378,0.9534883720930232,12.029900332225914,0.0132890365448504,7.057336945994112,2.3255813953488373,2.0433768310494282,avg_comments,3.1499835167179824,9.922396155594988,False,False
4kgi,0.0032178645833333,1.4246382668123918,26.23156648394021,0.9883419689119172,772.0,33.56521739130435,23.0,2.4753886010362693,0.3341968911917098,101.0,7.0,0.0012953367875647,0.9896373056994818,3.273316062176166,0.005181347150259,0.4246846221221221,1.9080310880829012,3.1309734488375436,n_distinct_projects,3.5405706365602043,12.53564043247233,False,False
4kgk,5.832912141203703,36.28398522085224,74.38554441492725,0.6122448979591837,49.0,0.0,0.0,2.0,0.0,5.0,6.0,0.0,1.0,8.040816326530612,0.0816326530612244,7.021773440945774,2.5306122448979598,0.9914370634408785,active_months,2.9308937781432696,8.59013833875893,False,False
4kgo,0.003402974537037,9.115863319118194,43.74260952316655,0.8322147651006712,149.0,149.0,1.0,2.040268456375839,0.0335570469798657,47.0,6.0,0.0067114093959731,1.0,5.771812080536913,0.0268456375838925,122.24911747685184,2.4832214765100677,6.108919749000627,tickets_per_month,8.687360814510475,75.4702379214921,True,True
4kgp,0.0345265509259259,7.684801701085638,22.05397511965092,0.8558951965065502,229.0,13.470588235294118,17.0,2.3013100436681224,0.2314410480349345,64.0,4.0,0.0174672489082969,0.9519650655021834,5.449781659388647,0.0087336244541484,0.7441460648148148,2.606986899563319,1.6761540327817088,n_distinct_projects,3.242699283364317,10.515098642331454,False,False
4kgq,0.0022734375,0.8264674425782372,23.540990979511196,0.996124031007752,1032.0,51.6,20.0,2.460271317829457,0.2984496124031007,104.0,6.0,0.0,0.994186046511628,3.208333333333333,0.001937984496124,0.1142377821026971,1.9709302325581397,3.1309734488375436,n_distinct_projects,4.51646467210738,20.39845313439402,False,False
4kgr,13.98409136574074,49.36798721064815,83.00277817823199,0.4642857142857143,252.0,12.6,20.0,2.523809523809524,0.3809523809523809,36.0,7.0,0.0119047619047619,0.9246031746031746,13.61904761904762,0.0396825396825396,9.094051313883716,2.607142857142857,2.5144756772485777,avg_comments,3.3152677295294675,10.99100011845947,False,False
4khg,0.0025278298611111,0.8736249616478327,23.74566503773628,0.995991983967936,998.0,39.92,25.0,2.62625250501002,0.4468937875751503,107.0,7.0,0.0,0.9859719438877756,3.0080160320641283,0.0120240480961923,0.0351143675455116,1.9529058116232465,3.1309734488375436,n_distinct_projects,4.07354409033295,16.5937614558865,False,False
4khi,24.156111111111112,70.73470799260241,105.56708210326622,0.3492063492063492,189.0,8.590909090909092,22.0,2.4074074074074074,0.2433862433862433,17.0,8.0,0.164021164021164,0.9470899470899472,9.0,0.0529100529100529,3.44738851095994,3.544973544973545,2.4646433322544166,pct_reopened,3.887430039204993,15.112112309713336,False,False
4kho,1.1508339467592592,15.039497510288069,41.986022009774814,0.7586206896551724,261.0,26.1,10.0,2.0651340996168583,0.053639846743295,15.0,6.0,0.0191570881226053,0.9808429118773946,6.448275862068965,0.0268199233716475,16.023888279727096,2.6053639846743293,0.6890556348677156,tickets_per_month,2.039731714073069,4.16050546539546,False,False
4khp,1.0716428645833334,22.052687664625974,71.71726066762956,0.75,152.0,38.0,4.0,2.289473684210526,0.1776315789473684,14.0,6.0,0.0394736842105263,1.0,11.11842105263158,0.0263157894736841,0.0303713348765432,4.394736842105263,2.0444911836872115,avg_processing_steps,4.036393705685952,16.29247414730117,False,False
4khq,0.0026262731481481,0.0037779661779835,0.0035628774086152,1.0,18.0,0.0,0.0,2.2222222222222223,0.1666666666666666,15.0,4.0,0.0,1.0,3.0,0.0,7.021773440945774,2.0,1.4999893573409893,pct_fast_resolved,2.6096032545420376,6.810029146116395,False,False
4khs,2.5006183043981483,18.49611694073037,72.35632688707013,0.7611940298507462,134.0,10.307692307692308,13.0,2.208955223880597,0.1567164179104477,10.0,5.0,0.0373134328358208,0.9925373134328358,8.201492537313433,0.044776119402985,11.84455345970971,2.8358208955223883,0.9084546561702104,avg_comments,2.094877541865475,4.3885119154123355,False,False
4kig,4.418560833333333,18.20017511468855,29.04048953093383,0.5454545454545454,11.0,5.5,2.0,1.9090909090909087,0.0,5.0,4.0,0.0,1.0,5.454545454545454,0.0,0.5116493055555555,1.3636363636363635,1.3101389596670465,avg_processing_steps,2.8470841430542064,8.105888117630705,False,False
4kih,2.085046296296296,43.622533205515296,85.97212159145398,0.5652173913043478,23.0,2.3,10.0,2.130434782608696,0.1304347826086956,9.0,5.0,0.0,0.8695652173913043,3.217391304347826,0.0,43.34145293209876,1.2608695652173914,1.4238747471017261,avg_processing_steps,2.526925194910343,6.385350940672674,False,False
4kir,4.115150462962963,17.052756944444443,21.698841301308946,0.6,5.0,1.25,4.0,2.2,0.2,4.0,2.0,0.0,1.0,7.6,0.0,0.8276041666666667,1.8,0.9524823105997214,n_distinct_categories,2.543010675787639,6.466903297169904,False,False
4kkr,13.893728900462964,41.95235634741512,65.64384816767412,0.4583333333333333,24.0,6.0,4.0,2.1666666666666665,0.0833333333333333,4.0,5.0,0.0416666666666666,1.0,4.291666666666667,0.0416666666666666,23.77014814814815,1.5416666666666667,1.113106289447673,avg_processing_steps,2.6684294586440878,7.120515775759579,False,False
4kll,4.917417291666666,20.134931228517814,40.166345780628895,0.6212121212121212,132.0,5.739130434782608,23.0,2.265151515151515,0.2803030303030303,7.0,5.0,0.0303030303030303,0.9242424242424242,6.628787878787879,0.1818181818181817,0.3147096994535519,2.113636363636364,2.76237876803897,pct_sole_resolver,3.6441891657964116,13.280114676107946,False,False
4klq,8.352991898148149,39.32518045178799,73.98825276699631,0.5344827586206896,116.0,5.523809523809524,21.0,2.181034482758621,0.1724137931034483,17.0,7.0,0.043103448275862,0.9051724137931034,5.646551724137931,0.0172413793103448,9.984766553109711,2.060344827586207,0.9450430060470401,n_distinct_categories,2.1822254853829754,4.762108069054963,False,False
4klr,9.478292824074074,36.66985543005952,63.96809447519862,0.5285714285714286,70.0,7.777777777777778,9.0,2.357142857142857,0.2714285714285714,7.0,9.0,0.0,1.0,8.014285714285714,0.0714285714285714,0.4156139184397163,2.057142857142857,1.7040531327057444,n_distinct_categories,3.678541498386854,13.531667555354202,False,False
4kol,1.7115547800925928,11.334604207070708,28.873438686274262,0.8181818181818182,55.0,0.0,0.0,2.0727272727272728,0.0545454545454545,5.0,7.0,0.0,1.0,5.4,0.0363636363636363,7.021773440945774,2.272727272727273,0.9914370634408785,active_months,3.3881900475531834,11.479831798338443,False,False
4kph,0.0030033391203703,2.4404013760058425,40.951277988921305,0.9940476190476192,336.0,0.0,0.0,2.0535714285714284,0.0446428571428571,79.0,6.0,0.0,0.9970238095238096,3.449404761904762,0.0089285714285713,7.021773440945774,1.994047619047619,2.26594568793948,n_distinct_projects,4.498578026932097,20.237204264396276,False,False
4kpi,0.0032718518518518,0.929376017221424,12.92005468485323,0.9942528735632185,348.0,0.0,0.0,2.0545977011494254,0.043103448275862,76.0,7.0,0.0,1.0,3.60632183908046,0.0114942528735632,7.021773440945774,1.991379310344828,2.147987356907925,n_distinct_projects,4.4363007324253205,19.680764188517436,False,False
4kpk,4.201093495370371,16.239186717656896,39.531175032785285,0.7222222222222222,180.0,7.2,25.0,2.2666666666666666,0.1333333333333333,11.0,8.0,0.0444444444444444,0.9888888888888888,5.722222222222222,0.0166666666666667,0.4770406043886352,2.3,1.3245480693763925,n_distinct_categories,2.9551309954052014,8.732799200004537,False,False
4kpq,1.9205960648148148,12.763676109559944,34.129478712125014,0.770618556701031,388.0,15.52,25.0,2.677835051546392,0.4690721649484536,12.0,6.0,0.0541237113402061,0.9845360824742267,5.623711340206185,0.0231958762886598,3.084018031189084,2.711340206185567,1.2980850106739907,avg_priority,2.517906367374366,6.339852474864376,False,False
4kqh,4.308787581018518,32.56864556356006,81.5861698913303,0.6542056074766355,107.0,15.285714285714286,7.0,2.121495327102804,0.0560747663551401,12.0,5.0,0.0560747663551401,1.0,9.429906542056075,0.0093457943925233,7.610711805555556,3.841121495327103,1.431784761277998,avg_processing_steps,2.6927758869594083,7.251041977390028,False,False
4kqk,12.731979166666669,34.77261113803855,71.12521610866133,0.4387755102040816,98.0,4.454545454545454,22.0,2.193877551020408,0.1632653061224489,9.0,6.0,0.0204081632653061,0.9693877551020408,10.642857142857142,0.0408163265306122,9.09302662037037,3.163265306122449,1.6321912527466864,avg_comments,2.2788508275870423,5.1931610943941475,False,False
4kqo,0.0025462962962962,1.8180026402593517,23.76546464061644,0.9661691542288556,1005.0,43.69565217391305,23.0,2.5522388059701493,0.3671641791044776,129.0,7.0,0.0039800995024875,0.991044776119403,3.343283582089552,0.0179104477611939,0.1290405248998999,2.008955223880597,3.1309734488375436,n_distinct_projects,4.100181014654303,16.811484352931586,False,False
4kqp,6.2303440740740745,33.978390847604274,90.56652672300945,0.6213592233009708,103.0,6.4375,16.0,2.2427184466019416,0.1844660194174757,13.0,6.0,0.029126213592233,1.0,7.310679611650485,0.0388349514563106,7.404280092592593,2.8932038834951457,0.644375332032531,avg_comments,1.6143746802214025,2.606205608139956,False,False
4kqs,18.096961805555555,30.68214365805041,37.69939900821063,0.4,90.0,10.0,9.0,1.9777777777777776,0.0222222222222222,7.0,8.0,0.0,1.0,10.11111111111111,0.0555555555555555,0.6549279835390946,3.066666666666667,1.4745564355690153,avg_comments,3.3553918464232644,11.258654443043723,False,False
4kro,0.0035706018518518,1.6764674681473826,29.25500640084869,0.9917355371900828,484.0,69.14285714285714,7.0,2.419421487603306,0.2830578512396694,80.0,6.0,0.0,0.9979338842975206,3.3057851239669422,0.0103305785123967,0.1593690960531238,1.9297520661157024,2.8228164137299667,tickets_per_month,3.4941950316223074,12.209398919014017,False,False
4krp,9.031468385416668,29.96584460279882,44.112594083141886,0.5227272727272727,44.0,44.0,1.0,2.022727272727273,0.0454545454545454,4.0,8.0,0.0227272727272727,1.0,7.272727272727272,0.0454545454545454,0.0727083333333333,2.386363636363636,1.5764111794791995,tickets_per_month,3.957670678923674,15.663157202812174,False,False
4lgi,8.664086805555556,13.808536203703706,18.08955265918512,0.5,6.0,0.0,0.0,2.1666666666666665,0.1666666666666666,2.0,2.0,0.0,1.0,3.1666666666666665,0.1666666666666666,7.021773440945774,1.3333333333333333,2.481009438209171,pct_sole_resolver,3.5995595281569654,12.956828796745596,False,False
4lhg,0.2267327430555555,7.382409917784162,10.996007464308452,0.7241379310344828,29.0,2.230769230769231,13.0,2.0689655172413794,0.1034482758620689,14.0,3.0,0.0,0.9655172413793104,3.1724137931034484,0.0,4.253953269675926,1.7586206896551724,0.8729953098186348,avg_processing_steps,2.148184996939858,4.6146987810774975,False,False
4lhl,20.58981481481481,53.608455138606594,78.11464656073323,0.4308943089430894,246.0,10.695652173913045,23.0,2.6991869918699187,0.5121951219512195,32.0,5.0,0.0203252032520325,0.902439024390244,10.101626016260164,0.0203252032520325,9.174301364121323,2.361788617886179,1.4717446022811724,avg_comments,2.865430601955358,8.210692534622245,False,False
4lig,16.098177083333333,48.55435111133954,87.49410359971691,0.3815789473684211,152.0,6.08,25.0,2.171052631578948,0.125,9.0,6.0,0.0789473684210526,0.9671052631578948,7.703947368421052,0.0131578947368421,16.586550143893895,2.1447368421052637,0.9909538969831675,pct_fast_resolved,2.8184832336210017,7.943847738202698,False,False
4lih,7.952488425925926,20.755802851017,52.858582275102286,0.6885245901639344,61.0,2.9047619047619047,21.0,2.39344262295082,0.3442622950819672,6.0,5.0,0.0655737704918032,0.9672131147540984,9.147540983606556,0.0327868852459016,0.6370362523540489,3.3114754098360657,1.188908415990392,avg_comments,2.717618638734218,7.385451065595623,False,False
4lii,2.214375,21.640276031555985,47.07659506146745,0.6551724137931034,87.0,6.214285714285714,14.0,2.4022988505747125,0.2873563218390804,6.0,6.0,0.0689655172413793,0.9770114942528736,7.620689655172414,0.0344827586206896,0.962052806712963,2.954022988505747,0.7362770550662839,avg_comments,1.90840818922038,3.6420218166834095,False,False
4lio,30.06740740740741,55.483425260112085,54.71428967210945,0.0,19.0,6.333333333333333,3.0,1.7894736842105263,0.1052631578947368,2.0,4.0,0.0526315789473684,1.0,7.947368421052632,0.0,25.588037808641975,1.736842105263158,2.5279188836938173,pct_fast_resolved,5.5665135068848945,30.986072622331967,False,False
4lip,20.02106481481481,32.272931516422084,48.23745037218071,0.3396226415094339,53.0,2.789473684210526,19.0,2.6226415094339623,0.4339622641509434,5.0,5.0,0.0377358490566037,0.9622641509433962,7.09433962264151,0.0,6.722337307826694,1.8867924528301887,1.159950047115959,pct_fast_resolved,3.0090039806701703,9.054104955688931,False,False
4lkl,8.943958333333333,33.45836965197957,66.02085158362488,0.5172413793103449,29.0,2.4166666666666665,12.0,2.206896551724138,0.2068965517241379,4.0,3.0,0.0,1.0,6.517241379310345,0.0,0.7461258780332056,2.034482758620689,0.6830125878493744,n_distinct_projects,2.1044505527892508,4.428712129134983,False,False
4lll,61.99371527777778,60.08542566872429,57.077474664312405,0.3333333333333333,9.0,1.5,6.0,2.888888888888889,0.7777777777777778,3.0,3.0,0.1111111111111111,0.7777777777777778,11.88888888888889,0.0,0.1047887731481481,2.333333333333333,2.63690161231401,pct_high_priority,4.740063603483802,22.468202965071843,False,False
4llr,19.540381944444444,46.7922418179318,66.90090323161819,0.3861386138613861,101.0,5.941176470588236,17.0,2.792079207920792,0.594059405940594,12.0,5.0,0.0396039603960396,0.7821782178217822,10.851485148514852,0.0198019801980198,3.7610261574074073,3.089108910891089,1.8207347072060733,pct_high_priority,3.070071467246059,9.425338813998371,False,False
4lls,19.321984953703705,26.21713137665968,29.521787410187617,0.4245283018867924,106.0,7.066666666666666,15.0,3.056603773584906,0.8962264150943396,2.0,4.0,0.0377358490566037,0.8962264150943396,9.339622641509434,0.0188679245283018,0.0010498558700209,4.009433962264151,2.7193387619901266,pct_high_priority,4.487889357176723,20.1411508822601,False,False
4lpl,6.055833333333333,20.862840322293447,39.54538094690823,0.625,104.0,5.2,20.0,2.644230769230769,0.4134615384615384,17.0,5.0,0.0384615384615384,0.9519230769230768,5.826923076923077,0.0,4.213177991103849,1.807692307692308,1.1978849208751066,avg_priority,2.3901295786890553,5.712719402924321,False,False
4lpo,4.113946759259259,20.48585628019324,39.23404283784594,0.6347826086956522,575.0,26.13636363636364,22.0,3.4,0.7965217391304348,7.0,5.0,0.017391304347826,0.977391304347826,9.191304347826089,0.0278260869565217,1.2786664251207729,3.344347826086957,3.1571481683669713,avg_priority,4.996847564533767,24.96848558318704,False,False
4lpq,0.1610879629629629,8.898412698412699,31.839595208722667,0.8857142857142857,35.0,5.0,7.0,3.085714285714286,0.6857142857142857,4.0,4.0,0.1428571428571428,1.0,4.6,0.0,0.007964947089947,2.8285714285714287,2.5142852409560272,avg_priority,4.126604454984557,17.028864327898393,False,False
4lqg,22.482471064814813,69.87166418650793,105.19391666720442,0.3265306122448979,98.0,4.454545454545454,22.0,2.010204081632653,0.173469387755102,3.0,4.0,0.0510204081632653,0.9183673469387756,8.23469387755102,0.010204081632653,0.3888244047619048,2.4693877551020407,1.2126835396824525,pct_fast_resolved,3.346648820211977,11.200058325826218,False,False
4lqi,12.971840277777778,38.66195202745849,56.54988058332718,0.4482758620689655,29.0,2.636363636363636,11.0,2.5172413793103448,0.3793103448275862,5.0,4.0,0.0689655172413793,0.9655172413793104,7.931034482758621,0.0344827586206896,3.899381200396826,2.2758620689655173,0.8667142963417267,pct_high_priority,2.2037841865911583,4.856664741069253,False,False
4lqk,3.016539351851852,23.00957558539945,46.35082077426417,0.6363636363636364,121.0,10.083333333333334,12.0,2.2231404958677685,0.2066115702479339,3.0,3.0,0.0165289256198347,0.9256198347107438,3.7355371900826446,0.0,5.865768288950108,1.743801652892562,0.8893960816744193,avg_processing_steps,1.8640307412881343,3.4746106044671916,False,False
4lqr,0.0184548611111111,9.782830650252526,18.337415049404804,0.7954545454545454,44.0,22.0,2.0,2.0454545454545454,0.25,1.0,2.0,0.0,0.2272727272727272,0.9772727272727272,0.0227272727272727,13.784826388888888,0.8863636363636364,5.2254016737341065,resolution_rate,6.16958179576864,38.0637395346798,True,False
4lqs,14.337060185185186,20.028061342592597,18.637119304929115,0.3,10.0,3.333333333333333,3.0,2.0,0.1,6.0,2.0,0.1,1.0,8.8,0.0,1.3088148148148149,3.0,1.3195464113833755,pct_fast_resolved,2.9669901704480024,8.803030671535065,False,False
4lrl,0.0394791666666666,19.84961651234568,39.24644232440068,0.7333333333333333,15.0,2.142857142857143,7.0,2.6666666666666665,0.6,4.0,2.0,0.0666666666666666,0.8,1.2666666666666666,0.0,9.276327932098765,1.3333333333333333,1.8471257328802222,pct_high_priority,3.325452751753488,11.058636004144846,False,False
4lrp,1.5747743055555556,7.529139085894405,12.643555202089408,0.7553191489361702,94.0,9.4,10.0,2.595744680851064,0.425531914893617,26.0,4.0,0.0425531914893617,0.9680851063829788,6.053191489361702,0.0106382978723403,0.2737508618991331,3.127659574468085,1.0720531277975953,pct_high_priority,2.065857854702757,4.267768675837077,False,False
4lrs,0.0027314814814814,0.0061336209831154,0.0334724827872726,1.0,272.0,45.333333333333336,6.0,2.948529411764706,0.6470588235294118,68.0,5.0,0.0,0.9889705882352942,2.922794117647059,0.0147058823529411,0.075853034790305,1.875,2.1052321161283643,avg_priority,3.374209969919711,11.385292921105576,False,False
4lsh,15.95991898148148,40.3508805941358,42.95505198617381,0.4583333333333333,24.0,2.0,12.0,2.25,0.2083333333333333,6.0,3.0,0.0416666666666666,0.9166666666666666,12.083333333333334,0.0,6.221770351080248,3.625,2.0592169142056016,avg_comments,2.91386016874798,8.490581083016007,False,False
4lsk,0.0450925925925925,5.863543084933949,25.54501437650576,0.9080962800875274,457.0,24.05263157894737,19.0,3.168490153172866,0.7417943107221007,6.0,4.0,0.0306345733041575,0.986870897155361,7.282275711159738,0.0043763676148796,0.0794777452891487,2.4704595185995624,2.7611034671162775,avg_priority,4.205752988460702,17.688358199946126,False,False
4lso,12.017887731481482,18.64625110229277,19.531372495712397,0.4523809523809524,42.0,2.625,16.0,2.333333333333333,0.238095238095238,9.0,2.0,0.0476190476190476,0.9523809523809524,10.095238095238097,0.0238095238095238,0.5780784281305115,2.9285714285714284,1.4698509186383393,avg_comments,2.76631320957955,7.652488773494311,False,False
4lsp,0.4955266203703704,9.468294967421125,27.52773786988919,0.8703703703703703,54.0,4.909090909090909,11.0,2.592592592592593,0.5185185185185185,6.0,2.0,0.037037037037037,1.0,3.1296296296296298,0.074074074074074,0.9221838563100136,2.555555555555556,1.485145121473069,pct_high_priority,3.4874426600301147,12.162256306997921,False,False
4ogg,1.4471565277777776,19.89024941401373,49.13224571817094,0.7078651685393258,89.0,6.846153846153846,13.0,2.056179775280899,0.0337078651685393,44.0,9.0,0.0786516853932584,1.0,3.932584269662921,0.0337078651685393,108.39485982510288,2.651685393258427,3.4262777542297793,avg_first_response_days,5.2652547480512,27.722907561875708,False,False
4ohk,7.816147534722222,21.39784580602391,37.31666662134221,0.5676855895196506,687.0,21.46875,32.0,2.0509461426491997,0.0422125181950509,56.0,11.0,0.0524017467248908,1.0,14.032023289665212,0.0407569141193595,10.074591798513724,4.758369723435226,2.636901309881643,avg_comments,3.906517589813874,15.260879679525202,False,False
4ohl,7.677760416666667,44.19174642134951,120.74386577996356,0.5747126436781609,174.0,14.5,12.0,2.0517241379310347,0.0804597701149425,20.0,8.0,0.028735632183908,1.0,2.454022988505747,0.0344827586206896,31.40438878184543,2.3505747126436782,1.3245480693763925,n_distinct_categories,3.0140336678374986,9.084398950857965,False,False
4oio,8.97423611111111,37.850284291145925,114.74117804882134,0.551617873651772,649.0,12.48076923076923,52.0,2.1664098613251155,0.1248073959938366,38.0,12.0,0.0231124807395993,0.9861325115562404,6.576271186440678,0.0154083204930662,15.000781173248846,3.3959938366718028,2.8729665653555245,active_months,3.746587531869428,14.036918133959452,False,False
4oiq,0.1735474537037037,11.536860795454546,19.92809992514972,0.75,44.0,14.666666666666666,3.0,1.9318181818181817,0.2954545454545454,2.0,2.0,0.0227272727272727,0.1590909090909091,1.2727272727272727,0.1818181818181817,8.834335805976432,1.4090909090909092,5.7148878848587135,resolution_rate,7.224274179056395,52.190137414180946,True,True
4okh,2.833854166666667,52.17079052555884,214.62525004409653,0.7514792899408284,169.0,5.633333333333334,30.0,2.0532544378698225,0.029585798816568,26.0,8.0,0.0355029585798816,1.0,4.763313609467455,0.059171597633136,18.31789514105227,3.408284023668639,2.152151194484396,std_resolution_days,4.726530641476827,22.340091904819342,False,False
4olg,11.20904513888889,15.222096002252252,18.11363074381648,0.4864864864864865,74.0,6.166666666666667,12.0,2.0,0.0,9.0,4.0,0.0,1.0,3.2432432432432434,0.0,9.425247278528529,2.4864864864864864,0.8183678602088114,pct_high_priority,2.1727137503681933,4.72068504103902,False,False
4oll,4.981441099537037,53.44578767006803,90.67998761588314,0.5510204081632653,49.0,8.166666666666666,6.0,2.122448979591837,0.0816326530612244,15.0,8.0,0.0204081632653061,1.0,3.4081632653061225,0.1224489795918367,1.5767525077160494,1.9183673469387756,1.6598703736038356,pct_sole_resolver,3.8413187983640458,14.755730110664997,False,False
4olr,135.1134201388889,117.77380931712965,59.502577058965485,0.0,8.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,27.81004340277778,2.375,3.0241453393562394,median_resolution_days,4.662488285707809,21.738797014362547,False,False
4ook,8.951396087962962,8.930813599537036,5.360440133195832,0.6071428571428571,28.0,0.0,0.0,2.142857142857143,0.1428571428571428,1.0,1.0,0.0,1.0,2.1785714285714284,0.0714285714285714,7.021773440945774,2.107142857142857,1.3319873739290737,n_distinct_categories,2.3852905707888623,5.689611107094256,False,False
4oop,50.391591435185184,154.23577690972223,244.43632645114693,0.125,16.0,2.0,8.0,2.1875,0.0625,6.0,3.0,0.0,1.0,3.125,0.0,166.43191984953702,1.3125,5.568047869770188,avg_first_response_days,6.595655585844721,43.50267260708467,True,True
4opi,13.666110480324074,36.41578309887644,60.54826602198561,0.455188679245283,424.0,12.470588235294118,34.0,2.1014150943396226,0.0636792452830188,36.0,10.0,0.0165094339622641,0.9976415094339622,7.863207547169812,0.0235849056603774,20.72385930164319,3.186320754716981,2.0835581960350966,n_distinct_categories,2.7485447667204586,7.55449833466642,False,False
4opp,7.121216875,29.22906567186864,61.914955330358254,0.5659340659340659,182.0,7.0,26.0,2.0494505494505493,0.0384615384615384,29.0,7.0,0.0384615384615384,1.0,6.972527472527473,0.0384615384615384,23.817274741138988,2.5494505494505493,0.9450430060470401,n_distinct_categories,2.164151947314813,4.683553651066498,False,False
4ops,3.2302546296296297,62.46935840392607,313.0879720637406,0.7889763779527559,635.0,14.431818181818182,44.0,2.255118110236221,0.2094488188976378,52.0,5.0,0.0062992125984251,0.9952755905511812,5.436220472440945,0.0031496062992125,1.4712533291019514,2.8755905511811024,3.489270338033423,std_resolution_days,7.626951899171164,58.17039527227063,False,True
4oqq,11.161326660879627,34.14108620413955,79.22596528117155,0.4884937238493724,956.0,18.0377358490566,53.0,2.0543933054393304,0.0449790794979079,33.0,8.0,0.0324267782426778,0.9811715481171548,10.609832635983263,0.0198744769874477,8.249098391520802,3.4152719665271967,2.947282019755455,active_months,4.216631013122841,17.779977100829356,False,False
4org,0.145556099537037,12.09906637487817,31.086499008646,0.6842105263157895,38.0,3.8,10.0,2.026315789473684,0.0263157894736842,33.0,5.0,0.0263157894736842,1.0,2.0,0.0,30.36288657407407,2.131578947368421,0.9299627160068039,avg_comments,2.199551746671843,4.838027886287156,False,False
4orq,132.3972222222222,258.80074768518523,253.2371165522565,0.1,10.0,2.0,5.0,2.0,0.0,3.0,1.0,0.0,1.0,3.7,0.0,206.27718171296297,2.2,5.568047869770188,avg_first_response_days,6.917650011839397,47.85388168630161,True,True
4ors,4.06916087962963,6.007966820987654,6.323057566525678,0.6666666666666666,6.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,1.8333333333333333,0.0,5.72474537037037,1.8333333333333333,0.9793706437789097,avg_comments,2.4670932112813233,6.086548913150392,False,False
4osr,3.859247685185186,23.79548291080247,57.35953085826545,0.6637037037037037,1350.0,24.107142857142858,56.0,2.2614814814814816,0.1777777777777777,75.0,12.0,0.0325925925925925,0.9933333333333332,12.864444444444445,0.0385185185185185,6.966127544271677,3.3014814814814817,4.122301718530729,total_tickets,5.2192595565543645,27.24067031868406,True,False
4pgg,0.0135185185185185,5.907099975198412,10.07887526776057,0.7142857142857143,7.0,2.333333333333333,3.0,2.4285714285714284,0.4285714285714285,3.0,2.0,0.0,0.8571428571428571,2.571428571428572,0.0,6.275532407407408,1.5714285714285714,1.0855561348547833,pct_high_priority,2.672190360630786,7.140601323448091,False,False
4pgp,9.092766203703704,25.578021115927243,77.02776524674705,0.5412322274881517,1055.0,19.181818181818183,55.0,2.1071090047393364,0.0796208530805687,36.0,8.0,0.0132701421800947,0.990521327014218,5.237914691943128,0.0360189573459716,6.960957068537609,3.031279620853081,3.095169774011318,active_months,4.5442313442769535,20.650038510309127,False,False
4phi,275.9487326388889,460.67209320794746,519.2656515806667,0.0,6.0,1.5,4.0,2.0,0.0,3.0,3.0,0.0,1.0,2.6666666666666665,0.0,22.62662037037037,1.5,6.559355967919878,median_resolution_days,8.48878164146669,72.05941375650193,True,True
4php,8.943638923611111,28.135356253095093,62.327993754050055,0.5303370786516854,445.0,15.344827586206897,29.0,2.015730337078652,0.0112359550561797,25.0,9.0,0.0449438202247191,1.0,7.937078651685393,0.0651685393258426,20.016981780167264,3.671910112359551,1.7040531327057444,n_distinct_categories,2.4790460513264665,6.145669324597345,False,False
4phs,14.929913194444444,38.84135452835648,66.44578461515012,0.375,32.0,2.1333333333333333,15.0,2.15625,0.125,10.0,4.0,0.0625,1.0,3.6875,0.0,10.986863064236111,3.71875,1.2963517362668981,avg_processing_steps,2.7122588300718076,7.3563479613024905,False,False
